rank	cluster_id	n_assigned	usage_pct	cum_pct	monosemanticity	dist_min	dist_p50	domain	top_tokens
285	1510	424	0.086	47.246	0.472	424.5615	624.6211	wiki:75%	 – :  - )\n ;  &
286	797	423	0.086	47.332	0.024	398.5132	636.7778	web:86%	 scheme  white  shell  stainless  steel  glass
287	830	422	0.086	47.418	0.048	266.4805	420.1777	wiki:38%	 Z  Ch  Th  Sch  Y  Sh
288	1615	422	0.086	47.504	0.03	305.957	456.2549	math:26%	 Google  Microsoft  Court  Plaintiff ellant  District
289	206	420	0.085	47.59	1.0	327.644	541.377	wiki:64%	,
290	1617	420	0.085	47.675	0.119	149.7119	271.4746	code:93%	 of  under  See  with  for
291	71	419	0.085	47.76	0.583	327.085	536.4336	wiki:38%	 in  In In
292	1725	419	0.085	47.845	0.495	319.9453	531.1323	wiki:31%	 has  have  had  also  having  not
293	987	418	0.085	47.93	0.888	355.3379	585.7568	web:42%	 to  help
294	247	417	0.085	48.015	0.699	362.0556	608.6099	wiki:61%	 and  but  that  which  yet  later
295	1542	416	0.085	48.1	0.208	327.688	559.7089	math:80%	 which  it  that  It  process  also
296	1980	416	0.085	48.185	0.115	327.2295	500.9688	web:45%	,  to  and  you  or #
297	231	415	0.084	48.269	0.015	312.4863	540.0459	web:65%	 God  Earth  Constitution  Nashville  Africa  California
298	319	415	0.084	48.353	0.114	270.8428	428.3281	code:97%	 help  name _email  dest _length  description
299	1614	415	0.084	48.438	0.06	257.6772	440.4101	code:44%	@gmail www .android docs hdl 3
300	1297	414	0.084	48.522	0.021	334.1231	549.6454	wiki:59%	 hip  vice  prime  pit  natural  mountain
301	976	413	0.084	48.606	0.012	330.6182	546.9697	math:88%	 Linear  Circular  Standard ical  Square ochastic
302	1100	413	0.084	48.69	0.673	209.4951	372.918	code:100%	                   
303	956	412	0.084	48.774	0.955	266.3398	475.0284	wiki:81%	, ),
304	1636	412	0.084	48.858	0.03	323.8042	499.2305	pile:77%	 hist pt stat  act  congen ux
305	131	411	0.084	48.941	0.919	229.624	513.8154	web:42%	 a a
306	98	410	0.083	49.025	1.0	312.8326	530.2808	math:84%	,
307	802	410	0.083	49.108	0.329	259.522	468.6611	code:100%	 = ": ':  :  == (),
308	1478	409	0.083	49.191	0.087	328.3653	532.9106	pile:59%	 android  color  layer  pylint  vim android
309	14	408	0.083	49.274	0.293	283.4624	498.4268	math:34%	 This  this This  that  That this
310	1474	408	0.083	49.357	0.637	274.5322	506.0088	math:58%	 to  can To  To  could  we
311	1956	408	0.083	49.44	0.02	339.9223	587.1152	pile:89%	ography  time ation  adherence  incidence  exercise
312	216	407	0.083	49.523	0.035	251.5454	441.272	wiki:62%	 which  that es  they  works  algorithms
313	1245	407	0.083	49.606	0.395	162.9238	315.5361	code:94%	 of  under #  by  to  with
314	634	406	0.083	49.688	0.011	271.6016	448.248	code:43%	3 /go  font .gradle op wi
315	367	405	0.082	49.771	0.291	260.3262	447.8809	code:99%	                                                             
316	1002	405	0.082	49.853	0.035	375.0137	661.3857	math:37%	 file  code  problem  class  output  value
317	1247	405	0.082	49.936	0.441	292.7735	522.6123	code:90%	 = ', ':          in ",
318	886	404	0.082	50.018	0.118	283.4174	499.6123	web:43%	 order  trying  supposed  expected  possible  opportunity
319	760	403	0.082	50.1	0.07	323.0459	542.2876	math:81%	 algebra  count  mon count  pol ut
320	1011	402	0.082	50.181	0.208	332.9473	551.6582	code:65%	,            def "  for
321	1178	402	0.082	50.263	0.156	316.0298	554.7466	web:53%	 would  will ’ll 'll 't  not
322	726	401	0.082	50.345	0.016	308.3926	517.4038	pile:38%	 used  rapidly  required  known  role  complicated
323	112	400	0.081	50.426	0.629	277.4238	496.9663	web:60%	 for  For For .For for  on
324	1348	400	0.081	50.508	0.638	348.19	594.46	wiki:39%	 and  but  which  that  or  particularly
325	310	399	0.081	50.589	0.25	282.3735	520.5259	wiki:55%	 of  during  from  throughout  During  in
326	652	399	0.081	50.67	0.132	196.9375	308.7422	code:99%	 json  logging  random  subprocess  datetime  time
327	144	397	0.081	50.751	0.736	336.2588	525.2354	web:46%	 to To  To  and to  can
328	885	397	0.081	50.831	0.023	258.8032	465.6069	wiki:62%	 County  Township  Aberdeen  York  Washington  River
329	312	393	0.08	50.911	0.082	316.8345	641.168	wiki:42%	 million 000  six  two  five 16
330	880	393	0.08	50.991	0.317	310.3643	512.0781	code:92%	 self .objects  config  parsed .mark  platform
331	1052	393	0.08	51.071	0.245	374.6811	579.2383	math:36%	 it  that  which  It  class  module
332	938	392	0.08	51.151	0.306	396.438	609.4239	pile:92%	 was  were  is  are  be  been
333	1467	392	0.08	51.231	0.053	324.5317	479.2183	math:72%	� 代 符 排 造 凌
334	629	391	0.08	51.31	0.019	292.7637	659.6231	wiki:49%	 they  forces  which  people  states  who
335	744	391	0.08	51.39	0.884	343.3945	625.9941	pile:48%	, ), ); '),
336	1464	389	0.079	51.469	0.854	275.9766	488.4355	web:53%	 to To  can  To —to  could
337	1940	389	0.079	51.548	0.035	448.5683	720.5449	code:59%	的 图 号 版 函数 登录
338	1511	388	0.079	51.627	0.038	344.0728	549.9863	wiki:61%	 along  led  studied  began  played ed
339	340	387	0.079	51.706	0.087	274.2476	487.3071	wiki:53%	 Austin  Aberdeen  Atlantic  Atlas ford  Canary
340	570	387	0.079	51.784	0.286	264.5757	438.4887	code:88%	 copy  agreed  Licensed  option  terms .txt
341	1764	386	0.079	51.863	0.08	299.6529	616.1422	wiki:59%	 which  that  It  it  who  later
342	1509	384	0.078	51.941	0.063	278.5806	618.8373	web:39%	 people ers  students  astronomers ists  agencies
343	417	383	0.078	52.019	0.077	413.4307	669.2173	web:26%	 fl  cl  qu  ch  sp  sn
344	674	383	0.078	52.097	0.015	358.4668	669.0684	code:68%	 setUp Class Test Error utter TestCase
345	733	383	0.078	52.175	0.016	377.5298	668.4726	web:42%	urrency L .com  Ada Disk  Internet
346	1295	383	0.078	52.253	0.786	395.9351	630.2451	pile:94%	, ), ; )), %,
347	1683	382	0.078	52.33	0.037	330.937	555.0283	math:81%	 relation  number  sum  mass  field  value
348	625	381	0.078	52.408	0.084	269.9073	463.9658	wiki:47%	 Ch  Gr  Sch  Sh  Ph  Br
349	1201	381	0.078	52.485	0.8	362.9966	586.3178	math:82%	 in In  In \xa0in in Within
350	1257	381	0.078	52.563	0.01	353.999	625.2646	web:56%	ough  follow  break  pop  up  contrast
351	1482	380	0.077	52.64	0.221	261.83	532.4541	wiki:29%	 to  can  may  will  should  would
352	1942	380	0.077	52.717	0.073	283.998	491.3906	wiki:53%	 N  K  G  V  R  H
353	521	379	0.077	52.795	0.417	250.5811	430.0654	code:99%	                                         
354	380	377	0.077	52.871	0.03	337.1025	620.4546	wiki:43%	ros oph  Anat min ag ach
355	917	377	0.077	52.948	0.274	215.8262	335.7973	code:93%	 details  License  version  PURPOSE  implied  program
356	942	377	0.077	53.025	0.061	314.1265	493.753	pile:95%	 associated  treated  measured  evaluated  used  involved
357	1505	377	0.077	53.101	0.043	399.0298	584.4018	pile:94%	 serum ological  clinical  peripheral  pulmonary  cellular
358	1724	376	0.076	53.178	0.521	361.0962	552.3735	web:79%	 the  The  your The  my  our
359	166	375	0.076	53.254	0.169	359.2622	567.5255	web:51%	 from  at  of  to  by  on
360	598	375	0.076	53.33	0.878	273.6318	492.4082	wiki:49%	 in  In In
361	1412	375	0.076	53.407	0.806	321.8257	521.0792	wiki:78%	 a  A
362	1536	375	0.076	53.483	0.763	338.4668	604.8555	math:61%	 an  An An .An an
363	1616	375	0.076	53.559	0.182	318.9599	544.9448	code:60%	 ' =" ['  " ='  <
364	389	374	0.076	53.635	0.393	369.3365	662.5962	web:45%	 to  and  or  can  not  will
365	1092	374	0.076	53.711	0.411	358.6816	549.9321	math:45%	 is  are  be 's  not  it
366	1470	372	0.076	53.787	0.235	335.4292	579.687	wiki:65%	 he  He  who  it  she  She
367	1222	371	0.075	53.862	0.029	329.4756	531.9771	math:95%	 points  below  equation  values /hr  example
368	751	369	0.075	53.938	0.034	302.0371	480.9908	wiki:80%	External Types Places s Structure  media
369	1321	369	0.075	54.013	0.017	320.8506	566.3691	web:45%	 Line  Sport  Book  Art est  Spec
370	1710	368	0.075	54.087	0.013	323.4912	572.6689	code:99%	 expected _aux  number box  border _card
371	100	367	0.075	54.162	0.035	294.8027	589.9727	wiki:59%	 Azerbaijan  Angola  Armenia  Samoa uba ia
372	1322	367	0.075	54.237	0.447	239.8633	486.7861	math:91%	 to  can  you  To  could To
373	524	366	0.074	54.311	0.031	276.5503	521.2178	web:47%	duction  York  University  Company  Association a
374	111	364	0.074	54.385	0.019	331.8545	535.2427	web:57%	 Dragon  Animal  Health  Back imp  Tahoe
375	804	364	0.074	54.459	0.486	418.6226	620.5342	pile:57%	 = ": : ",  ==  =>
376	1944	364	0.074	54.533	0.007	362.8174	564.6069	web:91%	 piece  towels  toys  bed  bedrooms  appliances
377	279	363	0.074	54.607	0.062	372.0195	545.0903	math:89%	ov in  Fourier etz ach inger
378	379	363	0.074	54.681	1.0	281.8745	495.8975	code:97%	,
379	641	363	0.074	54.755	0.332	364.8936	572.5493	wiki:72%	; ), ",  , ," "),
380	1418	363	0.074	54.829	0.23	406.4385	643.0181	web:83%	 and  with  of  from  for  or
381	1500	362	0.074	54.902	0.067	380.0464	608.2334	code:91%	 test  get mqtt .student from  is
382	1757	360	0.073	54.976	0.034	264.8409	492.1299	wiki:71%	 Anglic  Caucas ing ucas ith ama
383	1991	360	0.073	55.049	0.028	325.0122	785.1973	code:76%	all lu icht ar mod al
384	1016	359	0.073	55.122	0.033	311.396	555.7104	code:71%	Topic  Language  Audience  Python Environment py
385	935	357	0.073	55.194	0.183	293.7295	539.9429	wiki:51%	0 2 7 4 8 5
386	1055	357	0.073	55.267	0.044	220.6191	429.2451	math:75%	 Explanation Posts Joined ISBN  wrote  edited
387	1184	357	0.073	55.34	0.405	334.75	520.4472	web:73%	 you  we  We We  they  You
388	1621	355	0.072	55.412	0.882	119.8545	249.5351	code:100%	\n  *\n  _\n
389	124	354	0.072	55.484	0.04	274.9214	533.0273	wiki:52%	 Ab  Ag  Rh  Ay  Amb  Aph
390	497	352	0.072	55.555	0.726	273.6079	460.0625	code:94%	class  import  class \tclass    
391	1827	352	0.072	55.627	0.036	297.2036	537.7012	code:33%	 Web  Open  Micro  Net  Data  Math
392	1666	351	0.071	55.698	0.24	318.9756	493.4741	code:95%	 =  ==  *  +=  -  >
393	1951	351	0.071	55.77	0.031	281.3721	532.0752	wiki:75%	 album  film  NY a ian el
394	278	350	0.071	55.841	0.021	341.9033	546.5303	math:96%	 Angle ations  Law polation  Rules  Area
395	452	350	0.071	55.912	0.048	194.8223	340.8125	code:100%	Manager Error Form Parser Renderer Component
396	534	350	0.071	55.983	0.36	285.8594	475.4434	code:97%	 if  return  not  elif  and  assert
397	1523	350	0.071	56.055	0.008	240.7622	533.3666	wiki:58%	 lizard ism  axiom ies  shot  metals
398	1890	350	0.071	56.126	0.025	318.7378	550.0933	math:53%	 University  Technology  Mathematics  Press  Road  Engineering
399	158	348	0.071	56.197	0.167	381.2031	567.9238	code:99%	 test  get _concat _split _url _review
400	475	348	0.071	56.267	0.084	314.022	536.2314	wiki:36%	59 1 2 51 4 3
401	645	348	0.071	56.338	0.013	335.1338	508.3623	code:99%	Test Parser back State  Base Query
402	519	347	0.071	56.409	0.255	254.4648	413.2012	code:97%	                                                             
403	106	346	0.07	56.479	0.034	304.9561	509.0962	wiki:25%	 NY  AP  AS AP CL AC
404	384	345	0.07	56.549	0.027	213.1924	363.2822	wiki:85%	 Empire  University  Scotland  England  France  Armenia
405	28	344	0.07	56.619	0.919	292.5381	552.9688	pile:51%	, ),
406	171	344	0.07	56.689	0.028	368.7265	599.8965	web:49%	 Click Read  click  Read Click Want
407	440	344	0.07	56.759	0.036	249.2666	413.5405	code:94%	_function  division  models _import  fields .pyplot
408	583	344	0.07	56.829	0.041	237.1587	512.9277	code:74%	2 logger  apps phinx urlpatterns  last
409	1722	344	0.07	56.899	0.037	250.8584	479.8682	pile:88%	 presence  ability  types  aim  treatment  effects
410	544	342	0.07	56.969	0.406	330.666	545.8789	math:93%	$ )$ $$ }$ \\$ '$
411	1569	342	0.07	57.038	0.487	317.8906	540.1709	web:51%	 has  have  had  having  again  already
412	1732	342	0.07	57.108	0.616	327.7608	571.5586	web:36%	 at  At At at
413	998	341	0.069	57.177	0.363	293.0855	487.0513	wiki:75%	 his  His 's  her  Her ’s
414	1745	341	0.069	57.247	0.181	274.2061	513.6592	code:80%	 for  from  of  with  to  using
415	1850	341	0.069	57.316	0.135	233.1416	520.082	math:64%	1 8 3 6 4 2
416	1352	340	0.069	57.385	0.062	405.0	780.2792	code:77%	/t  z /l cl .p  autob
417	451	339	0.069	57.454	0.703	323.0957	533.4922	web:55%	 with  With with With  Without  of
418	1547	339	0.069	57.523	0.05	355.8345	538.459	math:84%	 which  set  numbers  angle  that  number
419	774	338	0.069	57.592	0.955	143.6621	287.4121	code:100%	from  from
420	1579	338	0.069	57.661	0.114	232.9336	330.1377	code:98%	 later  either  any )  or #
421	1716	338	0.069	57.729	0.089	321.9444	628.4087	web:36%	1 0 3 7 8 2
422	1914	338	0.069	57.798	0.015	283.0898	599.2676	code:86%	.add .get  get .find  read get
423	345	337	0.069	57.867	0.069	377.1421	681.8238	pile:96%	2 3 1 A OR ase
424	465	337	0.069	57.935	0.016	192.6221	434.2944	pile:22%	. ie  David  Chris  Bill i
425	578	336	0.068	58.004	0.807	217.8945	407.9414	code:100%	             
426	1499	336	0.068	58.072	0.321	221.1035	385.1758	code:96%	 def def \tdef class
427	227	334	0.068	58.14	0.097	380.1944	637.856	wiki:33%	 well  fully  widely ically  highly ally
428	550	334	0.068	58.208	1.0	283.9331	564.4092	code:95%	,
429	1148	334	0.068	58.276	0.24	218.8423	369.7222	math:34%	 there  There There there
430	1993	334	0.068	58.344	0.48	346.747	542.3569	wiki:62%	 (  "  '  (" –  [
431	663	333	0.068	58.411	0.038	376.0342	610.6005	code:67%	 Test Method _Event Settings Service  Invalid
432	901	333	0.068	58.479	1.0	365.3291	665.0679	web:42%	,
433	1772	331	0.067	58.546	0.051	330.4795	568.9004	math:75%	 numbers  functions  that  integers  values  which
434	1807	331	0.067	58.614	0.027	400.2149	649.3135	web:86%	 simple  new  sweet  little  great  white
435	698	330	0.067	58.681	0.266	265.6567	402.3228	code:97%	# , ; :     ");
436	42	329	0.067	58.748	0.549	250.1152	416.0616	wiki:97%	.\n\n  \n\n \n\n \n ).\n\n ."\n\n
437	1982	329	0.067	58.815	0.26	344.2026	578.4825	web:35%	;  –  - ),  — :
438	718	328	0.067	58.882	0.184	394.4326	608.2911	web:34%	 very  more  so  most  extremely  quite
439	1893	328	0.067	58.948	0.47	106.1797	203.4375	code:100%	\n ,\n #\n ");\n )\n .,\n
440	1539	327	0.067	59.015	0.107	300.4781	510.2998	math:65%	:  Chapter  of d  Class  line
441	1747	327	0.067	59.081	0.078	414.6431	700.0913	code:68%	.com static example load .org /js
442	87	326	0.066	59.148	0.229	307.6455	502.5112	code:59%	:  -*-  ::  # #  :
443	548	326	0.066	59.214	0.417	319.0	502.9253	math:84%	\n \n\n .\n\n .\n )\n :\n\n
444	704	325	0.066	59.28	0.006	318.7319	500.5215	web:27%	ul  Naz  Don  Jay  Vog  Gil
445	1561	325	0.066	59.346	0.069	313.1694	646.5527	math:26%	 one  of  the  number  part  range
446	324	324	0.066	59.412	0.173	176.3433	361.1514	wiki:76%	8 0 6 2 7 1
447	648	324	0.066	59.478	0.047	298.4175	439.8398	code:63%	ex 2 .get quick  u  expand
448	1773	324	0.066	59.544	0.014	179.9277	528.8375	math:47%	 Booker t ch on is el
449	612	323	0.066	59.61	0.034	396.7408	726.2871	code:43%	type  File .py  in  and  identifier
450	1189	323	0.066	59.675	0.147	364.5937	604.6675	web:42%	 high  long  short  low  best  higher
451	1365	323	0.066	59.741	0.579	93.4805	230.5947	code:96%	\n ,\n #\n  #\n .,\n )\n
452	282	322	0.065	59.806	0.027	355.0175	552.2422	code:99%	 get  parse  run _file  find _model
453	1064	322	0.065	59.872	0.766	147.5449	277.1328	code:100%	\n )\n  _\n  *\n \r\n
454	1427	321	0.065	59.937	0.062	286.3349	461.8101	code:97%	 py  ms  web  tx  opener py
455	77	320	0.065	60.002	0.306	304.1621	576.9907	math:97%	## ### • : #  ##
456	461	320	0.065	60.067	0.158	376.1133	593.3652	math:98%	in to times ge cdot q
457	877	319	0.065	60.132	0.02	357.7485	604.35	pile:55%	 study  apparatus  technology  research  training  disease
458	1059	318	0.065	60.197	0.004	340.9375	582.9981	code:89%	_proj  module client serialize  clip  key
459	1497	317	0.064	60.261	0.023	323.8545	483.4912	wiki:79%	ym  Anton posit  Artem ell ys
460	230	316	0.064	60.326	0.79	290.2935	529.3096	wiki:66%	 an  An An —an an
461	829	315	0.064	60.39	0.615	304.7168	540.9409	math:87%	, $, ; ), ”,  ,
462	1354	315	0.064	60.454	0.346	253.6572	428.5234	wiki:71%	 He  he  who He  She  also
463	466	314	0.064	60.518	0.441	375.3071	560.7827	web:69%	? ! ). .” ." .)
464	735	314	0.064	60.582	0.071	221.5786	397.4067	wiki:64%	 founded  published  established  defeated  built  formed
465	1540	313	0.064	60.645	0.016	446.1802	669.9663	code:72%	 test  node  text  database  input  default
466	1949	313	0.064	60.709	0.379	233.9482	500.6031	code:98%	                                                                       
467	1109	311	0.063	60.772	0.852	355.3789	579.5688	math:38%	 in  In In in  into
468	825	310	0.063	60.835	0.045	301.4702	521.9932	web:76%	 here  information  now  details  form  website
469	1679	309	0.063	60.898	0.229	307.0596	509.2095	math:39%	 will  can  to  should  would  must
470	1774	309	0.063	60.961	0.016	437.0957	661.4717	code:96%	_address book test batch _handler order
471	1449	308	0.063	61.024	0.036	382.915	609.2872	code:54%	.py  Args  Code  imports transaction Edit
472	613	307	0.062	61.086	0.601	337.1631	489.4766	wiki:79%	 was  is  were  been  being  be
473	823	306	0.062	61.148	0.759	300.6875	496.9219	code:100%	 self \tself self  genome  args  cls
474	988	305	0.062	61.21	0.197	325.3897	519.8862	code:91%	 ' ._ ['  " .__ ('
475	177	304	0.062	61.272	0.245	242.3452	354.6157	code:93%	 it  permissions  required  use  compliance  conditions
476	728	304	0.062	61.334	0.142	242.4614	543.3774	math:72%	1 2 4 0 3 5
477	1063	304	0.062	61.396	0.148	227.7119	338.0869	code:95%	 can  should  will  may  not    
478	36	303	0.062	61.458	0.06	352.2422	506.8433	pile:49%	min  heter  stere  orth  tom  therm
479	669	302	0.061	61.519	0.021	270.4375	389.1079	code:79%	 Model  User  Argument .Project  Enum .Module
480	1145	302	0.061	61.58	1.0	292.71	414.1455	web:79%	.
481	1721	302	0.061	61.642	0.311	307.1943	509.586	web:55%	 can  will  would  to  may  could
482	261	301	0.061	61.703	0.407	229.3467	401.0234	code:96%	 This  program  it  file  software This
483	1765	301	0.061	61.764	0.27	327.5898	558.5079	math:47%	 In In  in in .In
484	60	300	0.061	61.825	0.166	315.6889	584.0952	code:49%	 except except  raise  new class  public
485	575	300	0.061	61.886	0.367	349.1772	556.7939	wiki:58%	 first  second  third  last  fourth  final
486	925	300	0.061	61.947	0.49	358.0054	684.9365	web:38%	:  -  :  – ): )
487	1907	300	0.061	62.008	0.049	494.5625	761.7578	pile:94%	 de  que  la  el  es  por
488	183	299	0.061	62.069	0.013	236.0278	432.8403	wiki:86%	 Texas  Virginia  Illinois France  Company  States
489	694	299	0.061	62.13	0.04	304.8774	458.9507	web:51%	 here  default  dir .com  ones  below
490	1163	299	0.061	62.191	0.699	213.2358	432.2978	wiki:97%	\n )\n  \n "\n .\n  \n\n
491	1339	299	0.061	62.252	0.252	242.4863	558.0332	code:78%	                                        ',      
492	1381	299	0.061	62.313	0.032	407.1826	592.2881	pile:42%	is  conson ab oph  asympt  ax
493	1669	299	0.061	62.373	0.229	311.3516	596.2545	pile:55%	 of  and  for  to  with  by
494	1854	298	0.061	62.434	0.033	348.2349	632.8584	code:92%	Middleware 2  Island  Independent s 1
495	22	297	0.06	62.494	0.376	440.2539	687.0595	code:58%	:  - #  # ): ",
496	471	297	0.06	62.555	0.283	317.5879	540.5347	code:97%	                                                                 
497	954	297	0.06	62.615	0.535	261.4004	454.4668	wiki:67%	 was  is  been  also  later  were
498	226	295	0.06	62.675	0.955	217.0596	338.5009	code:99%	from  from
499	539	295	0.06	62.735	0.238	153.4014	277.7539	code:96%	 Free  Software  the #  *
500	1590	295	0.06	62.795	0.593	339.5161	593.9102	web:47%	 to  help  and  helped  helps  To
501	249	294	0.06	62.855	0.229	391.3208	618.8207	web:50%	 they  who  we  you  They  often
502	1567	294	0.06	62.915	0.445	361.0439	571.4204	code:69%	 for  as for \tfor  var  lambda
503	968	293	0.06	62.974	0.118	265.9248	374.4756	code:98%	 absolute  print  unicode  get  current  login
504	1213	293	0.06	63.034	0.042	397.5263	550.063	pile:85%	id bell ax  aux ucle phthalm
505	1294	293	0.06	63.094	0.245	244.8213	381.3946	wiki:92%	0 1 2 3 7 9
506	1455	293	0.06	63.153	0.023	273.1191	572.4517	code:94%	(i 0 (r 1 dir name
507	1778	290	0.059	63.212	0.054	314.4155	585.7363	wiki:39%	 ext  conf  att  ab  ent  aff
508	621	289	0.059	63.271	0.047	229.1875	429.0595	code:99%	.utils .models utils .api _utils .exceptions
509	1925	288	0.059	63.33	0.852	358.8398	551.4825	web:52%	 on  On On  off Upon
510	1146	285	0.058	63.388	0.081	298.4878	445.3813	code:97%	 flask  tensorflow  test phinx  net  selenium
511	1895	285	0.058	63.446	0.355	284.8301	471.5693	math:55%	 you  we  You You We  We
512	117	284	0.058	63.503	0.768	319.4991	532.5649	web:38%	 the ’s 's  its  their  my
513	454	284	0.058	63.561	0.018	325.5298	553.3798	wiki:37%	by iz aud  Mark mer mill
514	1537	284	0.058	63.619	0.717	241.289	358.1806	code:98%	\n  *\n \r\n  \n )\n ]))\n
515	1136	283	0.058	63.676	0.03	460.8237	736.9116	code:69%	link  link test _tag router admin
516	1310	283	0.058	63.734	0.011	189.915	386.751	wiki:71%	ch  Daniels is us t son
517	203	282	0.057	63.791	0.044	265.998	556.8926	math:89%	False True Example 1  question  equations
518	444	282	0.057	63.849	0.228	357.4746	638.105	math:48%	:  - • .      &
519	922	282	0.057	63.906	0.587	111.1768	193.7988	code:97%	 Public  the  Apache
520	181	281	0.057	63.963	0.02	387.605	611.7026	wiki:51%	 AOL us PO  Russia ley  Angola
521	771	281	0.057	64.02	0.027	368.2007	586.3076	pile:58%	 Group  hepatitis  muscular  strain occus  type
522	1739	281	0.057	64.078	0.047	231.8096	410.2539	code:98%	_path path .name (path _name _id
523	210	280	0.057	64.134	0.066	364.1674	621.2065	pile:52%	dp 1 amber aa 0 _parent
524	514	280	0.057	64.191	0.5	286.0962	481.5596	math:87%	 we  We  you We we  authors
525	649	280	0.057	64.248	0.014	268.0391	446.7783	code:100%	_name _path _dict _list _version _entries
526	845	280	0.057	64.305	1.0	257.961	445.2598	wiki:80%	.
527	1507	280	0.057	64.362	0.047	333.7705	624.4565	math:76%	 algebra  piece  cps  orbit  trig  graph
528	1902	280	0.057	64.419	0.014	360.1949	681.8774	code:63%	 cat ua is shape rf med
529	1999	280	0.057	64.476	0.036	371.5361	649.4296	pile:77%	 results  findings s ides  studies  proteins
530	437	279	0.057	64.533	0.805	363.7032	524.3203	pile:94%	. ). %.
531	618	279	0.057	64.59	0.136	309.0083	499.6318	code:76%	(self  self self =True (object 0
532	1550	279	0.057	64.646	0.281	393.46	729.3125	wiki:40%	) " % ”  () ")
533	31	278	0.057	64.703	0.02	413.4004	706.9663	pile:43%	Method ant Make Item Sites  Synthetic
534	152	276	0.056	64.759	0.074	188.6797	347.7959	code:100%	 datetime .exceptions  typing .models  itertools  functools
535	617	276	0.056	64.815	0.19	337.9409	602.8486	math:35%	 to  please  Please 't  and  you
536	895	276	0.056	64.871	0.229	383.0254	654.6611	math:98%	right 1 (x 3 2 (t
537	207	275	0.056	64.927	0.284	417.5518	763.2368	code:81%	XXXXXXXX XXXX  XXX XX XXX X
538	371	275	0.056	64.983	0.044	301.7061	655.3647	pile:47%	.jpg .txt  NULL  ignore  str #endif
539	1426	275	0.056	65.039	0.067	317.2075	517.8149	code:92%	 config  pars  f  data  response  kwargs
540	1206	274	0.056	65.095	0.034	386.4092	615.8867	pile:97%	 patients  Patients  analysis  samples  group  fractures
541	1420	274	0.056	65.151	0.154	364.4883	628.8223	code:72%	['  '  < =' ('  "
542	1759	274	0.056	65.206	0.031	353.0654	628.2251	pile:34%	 AS 2 AS NE  AN  SHE
543	369	273	0.056	65.262	0.01	443.4677	685.8266	code:61%	url fl /python fill /class /high
544	628	273	0.056	65.318	0.92	321.1431	532.6182	wiki:67%	 (  "  ("
545	792	273	0.056	65.373	0.231	382.8955	606.0859	wiki:38%	 " –  ( \n\n )\n  “
546	851	273	0.056	65.429	0.263	410.4825	606.1133	code:82%	                         def , param
547	1269	273	0.056	65.484	0.283	286.7251	423.1469	code:94%	 software 0  at  program  USA  License
548	1916	273	0.056	65.54	0.932	385.999	606.8306	pile:89%	 in  During  Within  In
549	568	272	0.055	65.595	0.025	353.6328	599.6406	code:65%	 request  config 1  orm  x args
550	1000	272	0.055	65.65	0.639	295.3643	445.0078	code:99%	 = ':  ==  +=  !=  *
551	979	271	0.055	65.705	0.223	297.9278	593.7584	web:41%	 two  three  four  few  five  several
552	434	270	0.055	65.76	0.04	359.167	593.9726	code:97%	_id name _name type foo password
553	850	270	0.055	65.815	0.613	267.6528	462.5332	wiki:35%	  - . sp \xa0  CD
554	1203	270	0.055	65.87	0.024	234.3623	468.7871	code:97%	 name  result _name .id _file .name
555	926	269	0.055	65.925	0.022	439.4893	712.2207	code:93%	test logs index _manager lets static
556	1475	269	0.055	65.98	0.452	374.6689	558.0752	web:41%	 to  will  would  may  could  must
557	1607	269	0.055	66.034	0.009	231.9121	421.6255	code:99%	 Config  Event Format Plugin  Revision  Admin
558	168	268	0.055	66.089	0.919	146.8301	240.2363	code:100%	import ,
559	595	268	0.055	66.143	0.955	345.8257	512.2114	wiki:70%	 the 's
560	1798	268	0.055	66.198	0.354	311.5386	506.6695	wiki:46%	 by  of  and  to  with  from
561	1097	267	0.054	66.252	0.406	261.3896	497.2617	wiki:61%	 It  it  which  that  also It
562	1268	267	0.054	66.307	0.24	375.4453	563.6265	web:51%	 going  go  went  come  comes  came
563	307	266	0.054	66.361	0.358	430.8994	638.8467	math:38%	 and  to  then  can  or  could
564	566	266	0.054	66.415	0.056	333.6392	555.0908	code:98%	.get .start _spec .call _option .stop
565	1267	266	0.054	66.469	1.0	430.4429	661.1363	code:67%	,
566	1466	266	0.054	66.523	0.525	283.1138	504.9985	wiki:87%	, ), ", ., !,
567	1984	266	0.054	66.577	0.49	329.2066	509.2769	web:37%	 at  of  from  near  attended  and
568	1025	265	0.054	66.631	0.113	228.8047	525.2021	math:100%	2 (x 1 4  x $f
569	1045	265	0.054	66.685	0.065	282.7529	365.6567	code:97%	 even  the  warranty  implied  or
570	1161	265	0.054	66.739	0.059	367.6519	564.9448	code:100%	 get _to _user _error  create  job
571	1777	265	0.054	66.793	0.192	283.6001	403.6426	code:95%	 for  the  specific ,  following  above
572	130	263	0.053	66.846	0.052	230.7012	367.6973	code:100%	_name  data  name  path  url _path
573	503	263	0.053	66.9	0.025	404.3013	588.186	math:44%	 oper atern on onom Histor pher
574	1241	263	0.053	66.953	0.039	302.3135	500.1836	code:95%	_name  line  u .name _path  direction
575	184	262	0.053	67.007	0.643	295.1211	565.1967	web:31%	 one  One One  particular one
576	798	262	0.053	67.06	0.046	456.6499	726.4145	math:63%	 OS C  X IP D DA
